Estuary	Parameter	Value	Metadata
StJohnsRiver	Flow / Estuary Area (m.d-1) (Best)	19.152	Best estimate/estuary area
StJohnsRiver	Total FW Volume (1.d-1)	0.00915	Best estimate/estuary volume (= hydraulic exchange rate)
StJohnsRiver	Daily Precipitation (m3.d-1)	2450000	Direct precip on system, derived from PRISM shapefile
StJohnsRiver	Daily Evaporation (m3.d-1)	1720000	Direct evaporation from system, derived fromLOICZ 0.5 degree database, originally from Wilmott
StJohnsRiver	Daily Precip / Est Area (mm.d-1)	3.582	Daily precipitation/estuary area
StJohnsRiver	Daily Evap / Est Area (mm.d-1)	2.515	Daily evaporation/estuary area
StJohnsRiver	Flow (m3.d-1)	11200000	NCPDI_1982-1991
StJohnsRiver	Air Temp Mean (C)	21.2	For estuary, derived from LOICZ 0.5 degree database
StJohnsRiver	Air Temp Std Dev (C)	5	For estuary, derived from LOICZ 0.5 degree database
StJohnsRiver	Frost Days (#)	11	Number of frost days per year for estuary, derived from LOICZ 0.5 degree database
StJohnsRiver	Wind Speed (m.sec-1)	6.6	Estuary windspeed derived from LOICZ 0.5 degree database, PROBABLY CRUDE, AND WE NEED WIND DIRECTION
StJohnsRiver	Sea Surface Temp Mean (C)	24.8	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StJohnsRiver	Sea Surface Temp Std Dev (C)	3	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StJohnsRiver	Ocean Salinity Mean (psu)	35.9	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StJohnsRiver	Ocean Salinity Max (psu)	36.1	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StJohnsRiver	Ocean Salinity Min (psu)	35.6	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StJohnsRiver	Oceanic DIP (µM)	0.16	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
StJohnsRiver	Oceanic NO3 (µM)	0.3	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
StJohnsRiver	TSS (tonne.y-1)	200000	NCPDI_1982-1991
StJohnsRiver	TN (kg.y-1)	10402000	NCPDI_1982-1991
StJohnsRiver	TP (kg.y-1)	1109800	NCPDI_1982-1991
StJohnsRiver	TSS/Est Area (tonne.km-2.y-1)	292.4	NCPDI TSS/estuary area (see best FW estimate above)
StJohnsRiver	TN/Est Area (kg.km-2.y-1)	15207.6	NCPDI TN/estuary area (see best FW estimate above)
StJohnsRiver	TP/Est Area (kg.km-2.y-1)	1622.51	NCPDI TP/estuary area (see best FW estimate above)
StMaryRiver-CumberlandSound	Estuary Latitude	30.75114	Centerpoint latitude for estuary (centroid Y)
StMaryRiver-CumberlandSound	Estuary Longitude	-81.48440	Centerpoint longitude for estuary (centroid X)
StMaryRiver-CumberlandSound	Catchment Latitude	30.54519	Centerpoint latitude for catchment (centroid Y)
StMaryRiver-CumberlandSound	Catchment Longitude	-81.96281	Centerpoint longitude for catchment (centroid X)
StMaryRiver-CumberlandSound	Estuary Area (km2)	64	Estuary area, calculated from NOAA shapefiles
StMaryRiver-CumberlandSound	Tidal Fresh Zone Area (km2)	0	Tidal Fresh area, calculated from NOAA shapefiles
StMaryRiver-CumberlandSound	Mixing Zone Area (km2)	7	Mixing Zone area, calculated from NOAA shapefiles
StMaryRiver-CumberlandSound	Saltwater Zone Area (km2)	57	Salt Water area, calculated from NOAA shapefiles
StMaryRiver-CumberlandSound	Tidal Fresh Blackwater	No	Refers to whether the Tidal Fresh Zone in this estuary is considered to be Blackwater
StMaryRiver-CumberlandSound	Mixing Zone Blackwater	Yes	Refers to whether the Mixing Zone in this estuary is considered to be Blackwater
StMaryRiver-CumberlandSound	Seawater Blackwater	Yes	Refers to whether the Seawater Zone in this estuary is considered to be Blackwater
StMaryRiver-CumberlandSound	Estuary Volume (m3)	213760000	Best estimate of volume from digital bathymetric chart if available; otherwise NOAA planimetry
StMaryRiver-CumberlandSound	Estuary Depth (m)	3.34	From digital bathymetric chart if available; otherwise NOAA planimetry
StMaryRiver-CumberlandSound	Estuary Perimeter (km)	273	Perimeter of estuary, based on shape file; can be used to calculate various aspect ratios
StMaryRiver-CumberlandSound	Percent Estuary Open (%)	0.51	Percent of the perimeter that is the \;open\; (or oceanic) boundary; somewhat subjective
StMaryRiver-CumberlandSound	Catchment Area (km2)	4386	
StMaryRiver-CumberlandSound	Catchment Mean Elev. (m)	26	Calculated from catchment shapefiles + Hydro1K (a global 1-km grid of elevation)
StMaryRiver-CumberlandSound	Catchment Max Elev. (m)	55	Calculated from catchment shapefiles + Hydro1K (a global 1-km grid of elevation)
StMaryRiver-CumberlandSound	Catchment/Estuary Area Ratio	68.5	Area ratio, based on catchment and area data given above
StMaryRiver-CumberlandSound	Total (km2)	4345.998	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StMaryRiver-CumberlandSound	Population (#)	65087	Based on gridded (1-km) US 1990 census data, corrected for catchments extending outside US (with LANDSCAN)
StMaryRiver-CumberlandSound	Pop / Estuary Area (#.km-2)	1017	Population based on gridded (1-km) US 1990 census data, corrected for catchments extending outside US (with LANDSCAN). Estuary area, calculated from NOAA shapefiles.
StMaryRiver-CumberlandSound	Tide Height (m)	1.75	NOAA estimate of tide height, back-calculated from tide volume; in some cases guessed from nearby systems
StMaryRiver-CumberlandSound	Tide Volume (m3)	112000000	Tide Height (m) x Estuary Area (km2) x 106
StMaryRiver-CumberlandSound	Tides/day (#)	2	NOAA designation
StMaryRiver-CumberlandSound	Tide Volume / Day (m3.d-1)	216425121	Calculated from tide V and tides/d
StMaryRiver-CumberlandSound	Tide Ratio	0.52	Tide Height divided by Estuary Depth; a cleanup of a NOAA variable
StMaryRiver-CumberlandSound	Stratification Ratio	0.00819	Total freshwater flux per day divided by tide volume per day
StMaryRiver-CumberlandSound	Percent Freshwater (%)	0	Based on NOAA shape files of the 3 zones according to their designation
StMaryRiver-CumberlandSound	Percent Mixed Water (%)	11.7	Based on NOAA shape files of the 3 zones according to their designation
StMaryRiver-CumberlandSound	Percent Seawater (%)	88.3	Based on NOAA shape files of the 3 zones according to their designation
StMaryRiver-CumberlandSound	Average Salinity (psu)	27	Based on NOAA estimate of freshwater volume, but scaled to \;local coastal salinity\;, below
StMaryRiver-CumberlandSound	Tidal Exchange (days)	29	Exchange time as (Est_V/net fw_V per d)*((coastal_sal - avg_sal)/coastal_sal); a salinity-based estimate of exchange
StMaryRiver-CumberlandSound	Tidal Freshwater Flush (d)	2	NOAA-based calculation, using (daily tide + freshwater volume)/system volume
StMaryRiver-CumberlandSound	Daily FW/Est Area (m.d-1)	26.563	NOAA estimate of daily flow/estuary area
StMaryRiver-CumberlandSound	Daily Freshwater (m3.d-1) (Best)	1700000	NOAA estimate above or (if not available) NCPDI estimate
StMaryRiver-CumberlandSound	Flow / Estuary Area (m.d-1) (Best)	26.563	Best estimate/estuary area
StMaryRiver-CumberlandSound	Total FW Volume (1.d-1)	0.00829	Best estimate/estuary volume (= hydraulic exchange rate)
StMaryRiver-CumberlandSound	Daily Precipitation (m3.d-1)	225000	Direct precip on system, derived from PRISM shapefile
StMaryRiver-CumberlandSound	Daily Evaporation (m3.d-1)	153000	Direct evaporation from system, derived fromLOICZ 0.5 degree database, originally from Wilmott
StMaryRiver-CumberlandSound	Daily Precip / Est Area (mm.d-1)	3.516	Daily precipitation/estuary area
StMaryRiver-CumberlandSound	Daily Evap / Est Area (mm.d-1)	2.391	Daily evaporation/estuary area
StMaryRiver-CumberlandSound	Flow (m3.d-1)	417000	NCPDI_1982-1991
StMaryRiver-CumberlandSound	Air Temp Mean (C)	20.7	For estuary, derived from LOICZ 0.5 degree database
StMaryRiver-CumberlandSound	Air Temp Std Dev (C)	5.6	For estuary, derived from LOICZ 0.5 degree database
StMaryRiver-CumberlandSound	Frost Days (#)	23	Number of frost days per year for estuary, derived from LOICZ 0.5 degree database
StMaryRiver-CumberlandSound	Wind Speed (m.sec-1)	6.7	Estuary windspeed derived from LOICZ 0.5 degree database, PROBABLY CRUDE, AND WE NEED WIND DIRECTION
StMaryRiver-CumberlandSound	Sea Surface Temp Mean (C)	24.3	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StMaryRiver-CumberlandSound	Sea Surface Temp Std Dev (C)	3.2	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StMaryRiver-CumberlandSound	Ocean Salinity Mean (psu)	35.6	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StMaryRiver-CumberlandSound	Ocean Salinity Max (psu)	36	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StMaryRiver-CumberlandSound	Ocean Salinity Min (psu)	35.2	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
StMaryRiver-CumberlandSound	Oceanic DIP (µM)	0.16	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
StMaryRiver-CumberlandSound	Oceanic NO3 (µM)	0.32	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
StMaryRiver-CumberlandSound	TSS (tonne.y-1)	21400	NCPDI_1982-1991
StMaryRiver-CumberlandSound	TN (kg.y-1)	1030400	NCPDI_1982-1991
StMaryRiver-CumberlandSound	TP (kg.y-1)	41850	NCPDI_1982-1991
StMaryRiver-CumberlandSound	TSS/Est Area (tonne.km-2.y-1)	334.4	NCPDI TSS/estuary area (see best FW estimate above)
StMaryRiver-CumberlandSound	TN/Est Area (kg.km-2.y-1)	16100	NCPDI TN/estuary area (see best FW estimate above)
StMaryRiver-CumberlandSound	TP/Est Area (kg.km-2.y-1)	653.91	NCPDI TP/estuary area (see best FW estimate above)
Stono-NorthEdistoRivers	Estuary Latitude	32.63907	Centerpoint latitude for estuary (centroid Y)
Stono-NorthEdistoRivers	Estuary Longitude	-80.03159	Centerpoint longitude for estuary (centroid X)
Stono-NorthEdistoRivers	Catchment Latitude	32.75018	Centerpoint latitude for catchment (centroid Y)
Stono-NorthEdistoRivers	Catchment Longitude	-80.17208	Centerpoint longitude for catchment (centroid X)
Stono-NorthEdistoRivers	Estuary Area (km2)	69	Estuary area, calculated from NOAA shapefiles
Stono-NorthEdistoRivers	Tidal Fresh Zone Area (km2)	0	Tidal Fresh area, calculated from NOAA shapefiles
Stono-NorthEdistoRivers	Mixing Zone Area (km2)	9	Mixing Zone area, calculated from NOAA shapefiles
Stono-NorthEdistoRivers	Saltwater Zone Area (km2)	60	Salt Water area, calculated from NOAA shapefiles
Stono-NorthEdistoRivers	Tidal Fresh Blackwater	No	Refers to whether the Tidal Fresh Zone in this estuary is considered to be Blackwater
Stono-NorthEdistoRivers	Mixing Zone Blackwater	No	Refers to whether the Mixing Zone in this estuary is considered to be Blackwater
Stono-NorthEdistoRivers	Seawater Blackwater	No	Refers to whether the Seawater Zone in this estuary is considered to be Blackwater
Stono-NorthEdistoRivers	Estuary Volume (m3)	431940000	Best estimate of volume from digital bathymetric chart if available; otherwise NOAA planimetry
Stono-NorthEdistoRivers	Estuary Depth (m)	6.26	From digital bathymetric chart if available; otherwise NOAA planimetry
Stono-NorthEdistoRivers	Estuary Perimeter (km)	343	Perimeter of estuary, based on shape file; can be used to calculate various aspect ratios
Stono-NorthEdistoRivers	Percent Estuary Open (%)	0.87	Percent of the perimeter that is the \;open\; (or oceanic) boundary; somewhat subjective
Stono-NorthEdistoRivers	Catchment Area (km2)	1171	
Stono-NorthEdistoRivers	Catchment Mean Elev. (m)	4	Calculated from catchment shapefiles + Hydro1K (a global 1-km grid of elevation)
Stono-NorthEdistoRivers	Catchment Max Elev. (m)	9	Calculated from catchment shapefiles + Hydro1K (a global 1-km grid of elevation)
Stono-NorthEdistoRivers	Catchment/Estuary Area Ratio	17	Area ratio, based on catchment and area data given above
Stono-NorthEdistoRivers	Total (km2)	1144.77399	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Stono-NorthEdistoRivers	Population (#)	47552	Based on gridded (1-km) US 1990 census data, corrected for catchments extending outside US (with LANDSCAN)
Stono-NorthEdistoRivers	Pop / Estuary Area (#.km-2)	689.2	Population based on gridded (1-km) US 1990 census data, corrected for catchments extending outside US (with LANDSCAN). Estuary area, calculated from NOAA shapefiles.
Stono-NorthEdistoRivers	Tide Height (m)	1.84	NOAA estimate of tide height, back-calculated from tide volume; in some cases guessed from nearby systems
Stono-NorthEdistoRivers	Tide Volume (m3)	126960000	Tide Height (m) x Estuary Area (km2) x 106
Stono-NorthEdistoRivers	Tides/day (#)	2	NOAA designation
Stono-NorthEdistoRivers	Tide Volume / Day (m3.d-1)	245333333	Calculated from tide V and tides/d
Stono-NorthEdistoRivers	Tide Ratio	0.29	Tide Height divided by Estuary Depth; a cleanup of a NOAA variable
Stono-NorthEdistoRivers	Stratification Ratio	0.00154	Total freshwater flux per day divided by tide volume per day
Stono-NorthEdistoRivers	Percent Freshwater (%)	0	Based on NOAA shape files of the 3 zones according to their designation
Stono-NorthEdistoRivers	Percent Mixed Water (%)	13.4	Based on NOAA shape files of the 3 zones according to their designation
Stono-NorthEdistoRivers	Percent Seawater (%)	86.6	Based on NOAA shape files of the 3 zones according to their designation
Stono-NorthEdistoRivers	Average Salinity (psu)	27	Based on NOAA estimate of freshwater volume, but scaled to \;local coastal salinity\;, below
Stono-NorthEdistoRivers	Tidal Exchange (days)	274	Exchange time as (Est_V/net fw_V per d)*((coastal_sal - avg_sal)/coastal_sal); a salinity-based estimate of exchange
Stono-NorthEdistoRivers	Tidal Freshwater Flush (d)	6	NOAA-based calculation, using (daily tide + freshwater volume)/system volume
Stono-NorthEdistoRivers	Daily FW/Est Area (m.d-1)	4.145	NOAA estimate of daily flow/estuary area
Stono-NorthEdistoRivers	Daily Freshwater (m3.d-1) (Best)	286000	NOAA estimate above or (if not available) NCPDI estimate
Stono-NorthEdistoRivers	Flow / Estuary Area (m.d-1) (Best)	4.145	Best estimate/estuary area
Stono-NorthEdistoRivers	Total FW Volume (1.d-1)	0.00088	Best estimate/estuary volume (= hydraulic exchange rate)
Stono-NorthEdistoRivers	Daily Precipitation (m3.d-1)	239000	Direct precip on system, derived from PRISM shapefile
Stono-NorthEdistoRivers	Daily Evaporation (m3.d-1)	147000	Direct evaporation from system, derived fromLOICZ 0.5 degree database, originally from Wilmott
Stono-NorthEdistoRivers	Daily Precip / Est Area (mm.d-1)	3.464	Daily precipitation/estuary area
Stono-NorthEdistoRivers	Daily Evap / Est Area (mm.d-1)	2.13	Daily evaporation/estuary area
Stono-NorthEdistoRivers	Flow (m3.d-1)	286000	NCPDI_1982-1991
Stono-NorthEdistoRivers	Air Temp Mean (C)	18.3	For estuary, derived from LOICZ 0.5 degree database
Stono-NorthEdistoRivers	Air Temp Std Dev (C)	6.5	For estuary, derived from LOICZ 0.5 degree database
Stono-NorthEdistoRivers	Frost Days (#)	38	Number of frost days per year for estuary, derived from LOICZ 0.5 degree database
Stono-NorthEdistoRivers	Wind Speed (m.sec-1)	7	Estuary windspeed derived from LOICZ 0.5 degree database, PROBABLY CRUDE, AND WE NEED WIND DIRECTION
Stono-NorthEdistoRivers	Sea Surface Temp Mean (C)	23.7	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
Stono-NorthEdistoRivers	Sea Surface Temp Std Dev (C)	3.2	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
Stono-NorthEdistoRivers	Ocean Salinity Mean (psu)	35.5	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
Stono-NorthEdistoRivers	Ocean Salinity Max (psu)	36	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
Stono-NorthEdistoRivers	Ocean Salinity Min (psu)	34.9	From LOICZ 0.5 degree database, originally from World Ocean Atlas, ANNUAL ESTIMATE FOR OPEN SHELF
Stono-NorthEdistoRivers	Oceanic DIP (µM)	0.16	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
Stono-NorthEdistoRivers	Oceanic NO3 (µM)	0.31	0.5 DEGREE database, supplied by J. Guinotte, KGS, originally from WOA, CRUDE ANNUAL ESTIMATE FOR OPEN SHELF
Stono-NorthEdistoRivers	TSS (tonne.y-1)	16500	NCPDI_1982-1991
Stono-NorthEdistoRivers	TN (kg.y-1)	210000	NCPDI_1982-1991
Stono-NorthEdistoRivers	TP (kg.y-1)	31930	NCPDI_1982-1991
Stono-NorthEdistoRivers	TSS/Est Area (tonne.km-2.y-1)	239.1	NCPDI TSS/estuary area (see best FW estimate above)
Stono-NorthEdistoRivers	TN/Est Area (kg.km-2.y-1)	3043.5	NCPDI TN/estuary area (see best FW estimate above)
Stono-NorthEdistoRivers	TP/Est Area (kg.km-2.y-1)	462.75	NCPDI TP/estuary area (see best FW estimate above)
SuwanneeRiver	Estuary Latitude	29.28666	Centerpoint latitude for estuary (centroid Y)
SuwanneeRiver	Estuary Longitude	-83.15062	Centerpoint longitude for estuary (centroid X)
SuwanneeRiver	Catchment Latitude	30.59383	Centerpoint latitude for catchment (centroid Y)
SuwanneeRiver	Catchment Longitude	-82.95604	Centerpoint longitude for catchment (centroid X)
